Timestamp,What week are you reporting for?,Winning Team,Winning player,Winning Player's 6 Pokemon,Losing Team,Losing player,Losing Player's 6 Pokemon,Score,Game 1 Replay (or Youtube link),Game 2 Replay (or N/A if Youtube),Game 3 Replay (or N/A if no third game or Youtube)
10/30/2022 20:18:58,Top 8,Electric - West Sea,Alex - West Sea,Incineroar / Rillaboom / Spectrier / Urshifu-Rapid-Strike / Stakataka / Amoonguss,Grass - RIT Incins,hipicrit - RIT Incins,Whimsicott / Urshifu-Rapid-Strike / Togekiss / Rillaboom / Incineroar / Nihilego,2-0,https://play.pokemonshowdown.com/battle-gen8spikemuthcup-1698924070-6taq9lqki87ad6tgybdns9pon4a4uwkpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698924267-9u91ybnge5cl46xmacdfvqlhveryvr0pw,N/A
10/30/2022 21:27:29,Top 8,Electric - West Sea,Anders Nordstrom - West Sea,Dragonite / Incineroar / Amoonguss / Porygon2 / Rillaboom / Stakataka,Grass - RIT Incins,Bran Flakes - RIT Incins,Tsareena / Urshifu-Rapid-Strike / Incineroar / Butterfree / Ninetales-Alola / Landorus,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698959353,https://replay.pokemonshowdown.com/gen8spikemuthcup-1698962219,N/A
10/31/2022 9:59:31,Top 8,Water - International,K - International,Politoed / Kingdra / Zapdos / Incineroar / Kartana / Whimsicott,Fire - Midwest,DeathVenum - Midwest,Celesteela / Politoed / Regieleki / Tsareena / Urshifu-Rapid-Strike / Incineroar,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1696503239,https://replay.pokemonshowdown.com/gen8spikemuthcup-1696504171,N/A
11/3/2022 15:15:13,Top 8,Electric - Mid Atlantic,J - Mid Atlantic,Togekiss / Urshifu-* / Rillaboom / Garchomp / Entei / Nihilego,Water - International,Willy - International,Tapu Fini / Ferrothorn / Incineroar / Zapdos-Galar / Nidoqueen / Porygon2,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1701957898-70pa0cq3mvmi899ylccs0i6s0yxeybepw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1701958287-s2914wu3haw4j0wia26mjtmkkw2langpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1701958536-msv9f62dlzlao5yc6i14xf1wxy67odhpw
11/5/2022 10:10:25,Top 4,Water - International,0riginalName - International,Tsareena / Celesteela / Tapu Fini / Whimsicott / Heatran / Nihilego,Electric - Mid Atlantic,Killua - Mid Atlantic,Suicune / Amoonguss / Entei / Rillaboom / Togekiss / Landorus,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1703353218-tofdj60lhzjaud51x1sas8phf36y7q3pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1703353318-zmuhme02u1x2ctlu8qjb0of7hh55we9pw,N/A
11/5/2022 11:45:42,Top 4,Electric - Mid Atlantic,Nano - Mid Atlantic,Goodra / Sylveon / Entei / Rillaboom / Urshifu-Rapid-Strike / Gengar,Water - International,K - International,Incineroar / Urshifu-Rapid-Strike / Rillaboom / Kommo-o / Celesteela / Regieleki,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1702924805-k4t2xoensb6kv9u6b1v9z4jmw7bjky2pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1702925026-ea52l7tbpsfk5qqqcrjz8ysp2744rkjpw,N/A
11/5/2022 14:44:58,Top 4,Electric - West Sea,Alex - West Sea,Incineroar / Rillaboom / Urshifu-Rapid-Strike / Amoonguss / Spectrier / Stakataka,Fire - Penn State,CatacIyzmic - Penn State,Landorus / Sylveon / Suicune / Entei / Amoonguss / Rillaboom,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1703517624-g2gjjengsu49ls509efj8d3c7bhtf9hpw,https://play.pokemonshowdown.com/battle-gen8spikemuthcup-1703517918-rzriqfbkqrcusi0bkw3s3mqnbp98yl2pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1703518029-lmtgrgdevatlxf5xu2xeom7r895o9ybpw
11/5/2022 16:27:02,Top 4,Water - International,SeaSoil - International,Sylveon / Moltres-Galar / Incineroar / Urshifu-Rapid-Strike / Rillaboom / Amoonguss,Electric - Mid Atlantic,Seven_Poke - Mid Atlantic,Rillaboom / Urshifu-Rapid-Strike / Incineroar / Regieleki / Landorus / Togekiss,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1703601818,https://replay.pokemonshowdown.com/gen8spikemuthcup-1703601973,https://replay.pokemonshowdown.com/gen8spikemuthcup-1703602144
11/5/2022 18:09:40,Top 4,Fire - Penn State,EclipseOwl - Penn State,Kommo-o / Amoonguss / Nihilego / Incineroar / Tapu Fini / Rillaboom,Electric - West Sea,Bob - West Sea,Cresselia / Politoed / Tapu Bulu / Escavalier / Thundurus-Therian / Incineroar,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1703187511-jmo5htd9ur3c2hu8wik0c2lqwamm8d7pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1703187662-0h2v457h7rz8hfkzf1yc9p5x2rafi2epw,N/A
11/5/2022 20:21:44,Top 4,Fire - Penn State,Dale - Penn State,Regieleki / Tapu Koko / Zapdos-Galar / Tornadus / Entei / Urshifu-Single-Strike,Electric - West Sea,Miggle.EXE - West Sea,Tsareena / Landorus / Entei / Suicune / Regieleki / Celesteela,2-0, https://replay.pokemonshowdown.com/gen8spikemuthcup-1703751988, https://replay.pokemonshowdown.com/gen8spikemuthcup-1703752357,N/A
11/6/2022 16:26:18,Top 4,Electric - Mid Atlantic,Sean Gray - Mid Atlantic,Spectrier / Amoonguss / Nihilego / Rillaboom / Incineroar / Urshifu-Rapid-Strike,Water - International,Araluwen - International,Urshifu-Rapid-Strike / Crobat / Landorus / Rillaboom / Duraludon / Incineroar,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1704367969-k5y76trkyorriioz8j0zbx9nzr4pi81pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1704368597-kwuqnq4n8ltyk4878m11munt51mu4w4pw,N/A
11/6/2022 16:41:19,Top 4,Electric - Mid Atlantic,J - Mid Atlantic,Togekiss / Urshifu-Rapid-Strike / Rillaboom / Garchomp / Entei / Nihilego,Water - International,Willy - International,Tapu Fini / Ferrothorn / Incineroar / Zapdos-Galar / Nidoqueen / Porygon2,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1701957898-70pa0cq3mvmi899ylccs0i6s0yxeybepw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1701958287-s2914wu3haw4j0wia26mjtmkkw2langpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1701958536-msv9f62dlzlao5yc6i14xf1wxy67odhpw
11/6/2022 18:07:57,Top 4,Electric - West Sea,Aaron - West Sea,Ninetales-Alola / Stakataka / Nidoqueen / Rillaboom / Incineroar / Urshifu-Rapid-Strike,Fire - Penn State,Thud - Penn State,Tyranitar / Incineroar / Tapu Koko / Landorus / Amoonguss / Suicune,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1704433941-ziqscr32nbg1kukp3zeu5ot0y3kqvhepw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1704434157-jsw8rd5xgm32oo2urtag28oj80kpzenpw,n/a
11/6/2022 18:55:03,Top 4,Fire - Penn State,Turtle - Penn State,Tsareena / Entei / Regieleki / Urshifu-Single-Strike / Suicune / Cresselia,Electric - West Sea,Joe - West Sea,Cresselia / Politoed / Tapu Bulu / Escavalier / Thundurus-Therian / Incineroar,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1704460008,https://replay.pokemonshowdown.com/gen8spikemuthcup-1704460168,N/A
11/12/2022 15:28:30,Finals,Fire - Penn State,EclipseOwl - Penn State,Kommo-o / Amoonguss / Nihilego / Incineroar / Tapu Fini / Rillaboom,Electric - Mid Atlantic,Seven_Poke - Mid Atlantic,Landorus / Rillaboom / Porygon2 / Urshifu-Rapid-Strike / Incineroar / Sylveon,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1709238183-hu1fpbofoysw7v6hi06g7484j5618a1pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1709238479-u62t3dds9q7tpha2q4ujiemtn5pixvlpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1709238561-wcmegazj42ft3jzpruh0wn1w3ebrkq2pw
11/12/2022 20:31:52,Finals,Fire - Penn State,Turtle - Penn State,Gengar / Entei / Porygon2 / Regieleki / Urshifu-Rapid-Strike / Rillaboom,Electric - Mid Atlantic,J - Mid Atlantic,Mandibuzz / Entei / Nihilego / Indeedee-F / Kartana / Dracovish,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1709425961-9s5gs46wzoief9qjtxwgujqbxkf12p0pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1709426084-oyi1q4vfwppijt6i7f348oog8qsbxiypw,N/A
11/12/2022 21:19:20,Finals,Electric - Mid Atlantic,Killua - Mid Atlantic,Rillaboom / Urshifu-Rapid-Strike / Sylveon / Landorus / Indeedee-F / Incineroar,Fire - Penn State,Dale - Penn State,Incineroar / Rillaboom / Urshifu-Rapid-Strike / Stakataka / Landorus / Porygon2,2-0,https://replay.pokemonshowdown.com/battle-gen8spikemuthcup-1709465466-mahik7meuxlqyjzn7tyzjkqr14tq0qcpw,https://replay.pokemonshowdown.com/battle-gen8spikemuthcup-1709465829-chz51sck4t5gngj5jgkn4jlf72dogewpw,N/A
11/12/2022 21:35:40,Finals,Electric - Mid Atlantic,Nano - Mid Atlantic,Articuno-Galar / Urshifu-Rapid-Strike / Incineroar / Regieleki / Rillaboom / Sylveon,Fire - Penn State,Thud - Penn State,Landorus / Regieleki / Entei / Rillaboom / Urshifu-Rapid-Strike / Grimmsnarl,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1708617541,https://replay.pokemonshowdown.com/gen8spikemuthcup-1708617682,https://replay.pokemonshowdown.com/gen8spikemuthcup-1708617874
11/13/2022 14:25:22,Finals,Fire - Penn State,CatacIyzmic - Penn State,Gengar / Whimsicott / Nihilego / Urshifu-Single-Strike / Incineroar / Tsareena,Electric - Mid Atlantic,Gazoney - Mid Atlantic,Incineroar / Urshifu-Rapid-Strike / Rillaboom / Nihilego / Mamoswine / Zapdos,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1709958417-j3vo9mdmg93ccftasjx5ah1o19bqcvipw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1709958637-jfmx05kzch1cj4lsqux5r9oj9p8j65wpw,N/A
