Timestamp,What week are you reporting for?,Winning Team,Winning player,Winning Player's 6 Pokemon,Losing Team,Losing player,Losing Player's 6 Pokemon,Score,Game 1 Replay (or Youtube link),Game 2 Replay (or N/A if Youtube),Game 3 Replay (or N/A if no third game or Youtube)
10/7/2022 14:00:38,Week 3,Water - International,K - International,Nihilego / Clefairy / Cresselia / Landorus-Therian / Rillaboom / Entei,Water - Northeast US,Zap - Northeast US,Dusclops / Sylveon / Incineroar / Rillaboom / Urshifu-Rapid-Strike / Registeel,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680121631,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680121917,N/A
10/8/2022 16:27:44,Week 3,Water - RIT Raikous,Patty - RIT Raikous,Urshifu-Rapid-Strike / Moltres-Galar / Ferrothorn / Glastrier / Landorus / Zapdos-Galar,Water - Cambridge,Hazel - Cambridge,Tapu Fini / Rillaboom / Incineroar / Nihilego / Porygon2 / Zapdos-Galar,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680991746,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680992467,N/A
10/9/2022 14:31:22,Week 3,Water - Cambridge,FullCrimp - Cambridge,Ninetales-Alola / Urshifu-Rapid-Strike / Kartana / Incineroar / Landorus-Therian / Regieleki,Water - RIT Raikous,Bubs - RIT Raikous,Nihilego / Rillaboom / Urshifu-Single-Strike / Incineroar / Regieleki / Tapu Fini,2-1,https://play.pokemonshowdown.com/battle-gen8spikemuthcup-1681646829-vmfaxm2s1enwu7wkm0otjet67nmumv2pw,https://play.pokemonshowdown.com/battle-gen8spikemuthcup-1681648059-s5p1otjudndp35sl4g5vimc97lvg6k7pw,https://play.pokemonshowdown.com/battle-gen8spikemuthcup-1681648245-xslrope111bluee3qd5fjborgv2xhkzpw
10/6/2022 16:29:24,Week 3,Water - International,Ester - International,Sylveon / Landorus / Zapdos / Incineroar / Rillaboom / Urshifu-Rapid-Strike,Water - Northeast US,Polaroid - Northeast US,Tsareena / Whimsicott / Volcarona / Regieleki / Landorus-Therian / Nihilego,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679417959-6u0fdk719xe736bkvmw0j4db7kksu3rpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679418180-larie42hfon53lodtf92iql3kqfiycspw,N/A
10/9/2022 18:19:35,Week 3,Water - Cambridge,Kepler - Cambridge,Dracovish / Heatran / Landorus-Therian / Rillaboom / Tyranitar / Tornadus,Water - RIT Raikous,Shark - RIT Raikous,Urshifu-Rapid-Strike / Sylveon / Landorus / Porygon2 / Incineroar / Rillaboom,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681800978,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681803311,N/A
10/4/2022 23:40:43,Week 3,Electric - Mid Atlantic,Killua - Mid Atlantic,Incineroar / Urshifu-Rapid-Strike / Rillaboom / Regieleki / Tsareena / Moltres-Galar,Electric - West Sea,Tatsu - West Sea,Clefairy / Rillaboom / Nihilego / Dragonite / Urshifu-Rapid-Strike / Incineroar,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1677945508-nwwx3gqukslf7qmufuqh3x2dn4x3o7mpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1677946135-1ciprgpk1853nq1ap7n4yr7xety8jbvpw,N/A
10/5/2022 18:01:40,Week 3,Electric - Texas Horns,Kairo - Texas Horns,Urshifu-Rapid-Strike / Tsareena / Celesteela / Charizard / Torkoal / Dusclops,Electric - Glenville,Lugalaodh - Glenville,Rillaboom / Tapu Lele / Incineroar / Mamoswine / Salamence / Whimsicott,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1678602613,https://replay.pokemonshowdown.com/gen8spikemuthcup-1678603343,https://replay.pokemonshowdown.com/gen8spikemuthcup-1678603442
10/5/2022 20:33:49,Week 3,Electric - West Sea,Alex - West Sea,Moltres-Galar / Grimmsnarl / Naganadel / Rillaboom / Urshifu-Rapid-Strike / Heatran,Electric - Mid Atlantic,Gazoney - Mid Atlantic,Rillaboom / Urshifu-Rapid-Strike / Incineroar / Regieleki / Landorus / Togekiss,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1678708626-7x1yc8g57nfyybjjdwyhfqtgcxrcf2tpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1678708779-nqiw0zj67hc5vpyf9blrlxiaumh2e4jpw,NA
10/6/2022 15:28:55,Week 3,Electric - Glenville,Time Wizard - Glenville,Incineroar / Landorus / Celesteela / Tapu Fini / Zapdos-Galar / Rillaboom,Electric - Texas Horns,EV - Texas Horns,Urshifu-Rapid-Strike / Tsareena / Celesteela / Lilligant / Torkoal / Stakataka,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679372050,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679373729,N/A
10/7/2022 19:53:58,Week 3,Electric - Texas Horns,Andy - Texas Horns,Indeedee-F / Hatterene / Stakataka / Landorus / Lilligant / Torkoal,Electric - Glenville,Aero - Glenville,Incineroar / Rillaboom / Whimsicott / Umbreon / Dragapult / Rotom-Wash,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680389328,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680391716,n/a
10/9/2022 1:15:14,Week 3,Electric - Mid Atlantic,TopdeckPilot - Mid Atlantic,Rillaboom / Urshifu-Rapid-Strike / Incineroar / Regieleki / Landorus / Togekiss,Electric - West Sea,Garret - West Sea,Cresselia / Politoed / Tapu Bulu / Escavalier / Thundurus-Therian / Incineroar,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681280696-uk5du86f6nss0thmn7mj2jr2wa4igfzpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681281580-egd0ecqjv3caa9eoal3ga1oxkw73796pw,N/A
10/9/2022 16:45:56,Week 3,Electric - West Sea,Amongus italionus - West Sea,Suicune / Tsareena / Rillaboom / Entei / Zapdos-Galar / Regieleki,Electric - Mid Atlantic,Lucas - Mid Atlantic,Rillaboom / Nihilego / Incineroar / Spectrier / Amoonguss / Urshifu-Rapid-Strike,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681731451-1nc5nygid074dfaa11obfy1onb2ghyxpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681732399-u6fhffxh08ulf0zzv2pmptoxofdb26zpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681732538-co6hd8g9cfh5n11m2580k7ql0dseys5pw
10/7/2022 18:25:23,Week 3,Electric - Glenville,Fliipturn - Glenville,Dragapult / Amoonguss / Urshifu-Rapid-Strike / Heatran / Rillaboom / Whimsicott,Electric - Texas Horns,Complex - Texas Horns,Hatterene / Indeedee-F / Torkoal / Landorus / Stakataka / Rillaboom,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680335414-l7ffpmc5u6z7oeuh4xnetd3qhfvs97ypw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680340525-0dw0fiiv544k2d98h1ygkcd8au2qkrnpw,N/A
10/6/2022 9:56:09,Week 3,Fire - Illinois,tyo - Illinois,Garchomp / Incineroar / Tapu Fini / Zapdos / Kartana / Slowking-Galar,Fire - Ohio State,WeeGee - Ohio State,Azumarill / Incineroar / Urshifu-Single-Strike / Clefable / Landorus / Celesteela,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679104837,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679105040,N/A
10/6/2022 20:14:52,Week 3,Fire - Ohio State,moronji - Ohio State,Tapu Lele / Urshifu-Rapid-Strike / Naganadel / Amoonguss / Heatran / Drifblim,Fire - Illinois,Gwen - Illinois,Indeedee-F / Hatterene / Stakataka / Torkoal / Lilligant / Landorus-Therian,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679559248,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679559443,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679559656
10/7/2022 10:40:55,Week 3,Fire - Penn State,Tyler (2) - Penn State,Whimsicott / Urshifu-Single-Strike / Tsareena / Incineroar / Dragapult / Tapu Fini,Fire - Akron Blue,Chain - Akron Blue,Araquanid / Amoonguss / Ditto / Lycanroc-Dusk / Entei / Silvally,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679981791,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679987676,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679993512
10/7/2022 17:20:08,Week 3,Fire - Penn State,CatacIyzmic - Penn State,Mimikyu / Indeedee-F / Slowking-Galar / Arctozolt / Ninetales-Alola / Landorus-Therian,Fire - Akron Blue,Pheges - Akron Blue,Dragapult / Urshifu-Rapid-Strike / Nihilego / Heatran / Regieleki / Togekiss,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680300745-ux7228m6mh7c4cbjzcu11a8ymw3qee4pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680302691-j3i481varl3y6xh8s5w9mgs0dh7r4jspw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680305372-pd3wwm3upwwm3rytpup3m2g69jkq2ifpw
10/7/2022 17:28:18,Week 3,Fire - Ohio State,Ryanhardt - Ohio State,Gardevoir / Garchomp / Ferrothorn / Walrein / Thundurus / Urshifu-Single-Strike,Fire - Illinois,Matthew M - Illinois,Politoed / Urshifu-Rapid-Strike / Tsareena / Regieleki / Tornadus / Shedinja,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680299316,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680303412,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680308120
10/7/2022 18:39:24,Week 3,Fire - Penn State,Thud - Penn State,Indeedee-F / Nihilego / Gastrodon-East / Stakataka / Incineroar / Ferrothorn,Fire - Akron Blue,Tenacitea - Akron Blue,Charizard / Torkoal / Indeedee-F / Lilligant / Stakataka / Porygon2,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680324143,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680324741,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680324876
10/9/2022 13:24:41,Week 3,Fire - Penn State,Haganex - Penn State,Heatran / Gengar / Goodra / Rillaboom / Urshifu-Rapid-Strike / Whimsicott,Fire - Akron Blue,Crimson - Akron Blue,Sylveon / Gastrodon-East / Dusclops / Incineroar / Regieleki / Urshifu-Single-Strike,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681604395-bjbaqudwrpev0s54l5z4qafkdf51jsipw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681609293-yivkk8q6qkdjfz3wa5i15oeyotzrwlipw,N/A
10/6/2022 16:00:02,Week 3,Grass - MTU,KamikazekidGC - MTU,Entei / Suicune / Naganadel / Ninetales-Alola / Rillaboom / Porygon2,Grass - Texas Long,Squirrel - Texas Long,Urshifu-Rapid-Strike / Incineroar / Rillaboom / Ninetales-Alola / Landorus / Whimsicott,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679397810,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679402701,N/A
10/6/2022 17:29:31,Week 3,Grass - RIT Incins,Kellice - RIT Incins,Glaceon / Abomasnow / Hatterene / Indeedee-F / Stakataka / Crawdaunt,Grass - South US,amiZa - South US,Blaziken / Gastrodon / Sylveon / Celesteela / Indeedee-F / Regieleki,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679458596,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679462629,N/A
10/6/2022 21:30:52,Week 3,Grass - Texas Long,Madman - Texas Long,Incineroar / Gengar / Kartana / Landorus / Zapdos-Galar / Tapu Fini,Grass - MTU,Tyraen - MTU,Porygon2 / Indeedee-F / Glastrier / Toxtricity / Torkoal / Lilligant,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679597505,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679600961,https://replay.pokemonshowdown.com/gen8spikemuthcup-1679604175
10/7/2022 20:08:55,Week 3,Grass - MTU,Rhys - MTU,Landorus / Tapu Koko / Incineroar / Urshifu-Rapid-Strike / Porygon2 / Whimsicott,Grass - Texas Long,Sain - Texas Long,Politoed / Urshifu-Rapid-Strike / Tsareena / Regieleki / Tornadus / Shedinja,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680397951,https://replay.pokemonshowdown.com/gen8spikemuthcup-1680400110,N/A
10/8/2022 22:54:10,Week 3,Grass - South US,Tanner - South US,Celesteela / Tapu Fini / Spectrier / Mienshao / Regieleki / Rillaboom,Grass - RIT Incins,Ranger - RIT Incins,Tapu Lele / Naganadel / Whimsicott / Incineroar / Urshifu-Rapid-Strike / Kartana,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681219262-igknlaygb2eoy43valet39g1piiyiqfpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681221197-0nzea0552f57a3gpr7dx9oqdpydxb17pw,n/a
10/9/2022 14:16:42,Week 3,Grass - Texas Long,Sidereus - Texas Long,Rillaboom / Tapu Lele / Nidoqueen / Drifblim / Heatran / Urshifu-Rapid-Strike,Grass - MTU,SeanVGM - MTU,Latios / Tapu Fini / Kartana / Krookodile / Gothitelle / Talonflame,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681640422-0pdxz8owo1iwn58neutelw0udwvc5lfpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681643099-spnmcqcp4nvff14yn3j51flai7u6vsvpw,N/A
10/9/2022 18:36:03,Week 3,Grass - South US,Connor - South US,Tapu Lele / Drifblim / Naganadel / Amoonguss / Urshifu-Rapid-Strike / Heatran,Grass - RIT Incins,hipicrit - RIT Incins,Whimsicott / Urshifu-Rapid-Strike / Rillaboom / Incineroar / Nihilego / Togekiss,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681810488,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681816720,NA
10/10/2022 13:51:38,Week 3,Fire - Ohio State,Temporal - Ohio State,Gothitelle / Politoed / Kingdra / Azumarill / Incineroar / Marowak-Alola,Fire - Illinois,4DozenEgGs - Illinois,Sirfetchd / Zapdos-Galar / Articuno-Galar / Porygon2 / Golduck / Moltres-Galar,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681578790,https://replay.pokemonshowdown.com/gen8spikemuthcup-1681579389,N/A
10/10/2022 13:58:38,Week 3,Water - International,Willy - International,Togekiss / Nihilego / Spectrier / Incineroar / Urshifu-Rapid-Strike / Rillaboom,Water - Northeast US,WilliamTheShuai - Northeast US,Regieleki / Urshifu-Rapid-Strike / Entei / Indeedee-F / Kommo-o / Tornadus,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1678677043,https://replay.pokemonshowdown.com/gen8spikemuthcup-1678677310,https://replay.pokemonshowdown.com/gen8spikemuthcup-1678677450
10/10/2022 19:45:36,Week 3,Grass - RIT Incins,Murph - RIT Incins,Tapu Lele / Urshifu-Rapid-Strike / Naganadel / Amoonguss / Heatran / Drifblim,Grass - South US,Emka - South US,Tapu Lele / Drifblim / Naganadel / Amoonguss / Urshifu-Rapid-Strike / Heatran,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1682654315,https://replay.pokemonshowdown.com/gen8spikemuthcup-1682658435,https://replay.pokemonshowdown.com/gen8spikemuthcup-1682662669
10/10/2022 20:43:43,Week 4,Grass - RIT Incins,SceptileScythe - RIT Incins,Incineroar / Urshifu-Rapid-Strike / Kartana / Ninetales-Alola / Zapdos / Nidoqueen,Grass - Akron Gold,Khai Ho - Akron Gold,Stakataka / Politoed / Primarina / Marowak-Alola / Weezing-Galar / Zapdos,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1682667210,https://replay.pokemonshowdown.com/gen8spikemuthcup-1682670467,N/A
10/11/2022 14:30:51,Week 4,Water - Northeast US,WilliamTheShuai - Northeast US,Azumarill / Amoonguss / Rillaboom / Zapdos / Kommo-o / Entei,Water - RIT Raikous,Bubs - RIT Raikous,Nihilego / Rillaboom / Urshifu-Single-Strike / Incineroar / Regieleki / Tapu Fini,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1683282169-20ohs7zl7gkzu0wolkxxgyrcpchzpz3pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1683282516-8qb1mat08js34xz8b7axik9ulj378fepw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1683283107-81qxk353c4e6olmvmjzgfmja48om11ppw
10/12/2022 12:07:41,Week 4,Fire - Penn State,Tyler (1) - Penn State,Politoed / Indeedee-F / Whimsicott / Incineroar / Kartana / Zapdos,Fire - Midwest,Plumber - Midwest,Pelipper / Ludicolo / Latios / Landorus-Therian / Regieleki / Bisharp,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1683976054,https://replay.pokemonshowdown.com/gen8spikemuthcup-1683980512,N/A
10/12/2022 17:33:54,Week 4,Grass - South US,Tanner - South US,Celesteela / Tapu Fini / Spectrier / Mienshao / Regieleki / Rillaboom,Grass - MTU,Kit - MTU,Glastrier / Mimikyu / Marowak-Alola / Amoonguss / Zapdos / Reuniclus,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1684238133-35g3k0u2vifv6xvw81wz1tyei1lqot6pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1684238323-5kt0sb5x9qqq0dmrsgqlbs8fbpy9bdipw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1684242722-t0sldiw9jr6nrkphqhsnk4y41za4q26pw
10/12/2022 19:21:21,Week 4,Fire - Akron Blue,Cellosis - Akron Blue,Regieleki / Latios / Rillaboom / Mamoswine / Sableye / Weezing-Galar,Fire - Illinois,Bryce Shade - Illinois,Torkoal / Dusclops / Porygon-Z / Sylveon / Conkeldurr / Incineroar,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1684299387-sfmuf4i0fy193yxuq7h8ewmtuulu9x6pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1684299548-6dqr38sc9k07js7ke8885surisgn5nxpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1684299781-6s4x9ww9bw9lnkuhnxch4lxenqi4jr4pw
10/14/2022 17:07:21,Week 4,Grass - Akron Gold,ThatChadBrad - Akron Gold,Incineroar / Glastrier / Dusclops / Metagross / Tapu Fini / Zapdos,Grass - RIT Incins,Kellice - RIT Incins,Glaceon / Abomasnow / Hatterene / Indeedee-F / Stakataka / Crawdaunt,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1685898504,https://replay.pokemonshowdown.com/gen8spikemuthcup-1685904772,https://replay.pokemonshowdown.com/gen8spikemuthcup-1685910147
10/14/2022 17:15:49,Week 4,Grass - MTU,KamikazekidGC - MTU,Entei / Suicune / Raikou / Naganadel / Ninetales-Alola / Rillaboom,Grass - South US,2thyfor - South US,Whimsicott / Dracovish / Ninetales-Alola / Urshifu-Single-Strike / Kartana / Entei,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1685918372-ifnivx12rb48hcm8rdrowwk4tmydnvypw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1685918648-9mxtvmr7jh3yhzrmc35f7oltk08vncvpw,N/A
10/14/2022 19:35:37,Week 4,Electric - Mid Atlantic,Seven_Poke - Mid Atlantic,Rillaboom / Urshifu-Rapid-Strike / Incineroar / Regieleki / Landorus / Togekiss,Electric - Glenville,Fliipturn - Glenville,Dragapult / Amoonguss / Urshifu-Rapid-Strike / Heatran / Rillaboom / Whimsicott,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686000492,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686000663,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686000790
10/14/2022 19:43:45,Week 4,Grass - South US,amiZa - South US,Azumarill / Volcarona / Tornadus / Stakataka / Rillaboom / Urshifu-Single-Strike,Grass - MTU,Rhys - MTU,Landorus / Tapu Koko / Incineroar / Urshifu-Rapid-Strike / Porygon2 / Whimsicott,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1685990970,https://replay.pokemonshowdown.com/gen8spikemuthcup-1685994677,N/A
10/14/2022 19:49:55,Week 4,Grass - RIT Incins,Bran Flakes - RIT Incins,Rillaboom / Urshifu-Single-Strike / Sylveon / Landorus / Porygon2 / Incineroar,Grass - Akron Gold,Vander - Akron Gold,Kartana / Urshifu-Single-Strike / Incineroar / Grimmsnarl / Tapu Fini / Venusaur,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686006981,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686009394,N/A
10/14/2022 20:11:15,Week 4,Fire - Midwest,Rinkai - Midwest,Kommo-o / Nihilego / Rillaboom / Incineroar / Regieleki / Tapu Fini,Fire - Penn State,Dale - Penn State,Riolu / Politoed / Rillaboom / Incineroar / Barraskewda / Tsareena,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686022412-jztk1sgyf03ief2vsla4h5nwo7goehnpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686022724-dj48oiyojxvm1pz3ozc64atfqpx7jxwpw,N/A
10/14/2022 20:11:18,Week 4,Electric - West Sea,Bob - West Sea,Cresselia / Politoed / Tapu Bulu / Escavalier / Thundurus-Therian / Incineroar,Electric - BYU Cougars,Dnomy - BYU Cougars,Heatran / Whimsicott / Zapdos / Garchomp / Naganadel / Ninetales-Alola,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686015205 ,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686015432,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686015714
10/14/2022 20:24:34,Week 4,Fire - Midwest,FramenNoodles - Midwest,Suicune / Entei / Amoonguss / Togekiss / Rillaboom / Latios,Fire - Penn State,Thud - Penn State,Indeedee-F / Nihilego / Gastrodon-East / Stakataka / Incineroar / Ferrothorn,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686019613,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686020302,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686020488
10/14/2022 20:30:58,Week 4,Water - RIT Raikous,NotWarriors - RIT Raikous,Nihilego / Togekiss / Rillaboom / Urshifu-Rapid-Strike / Raichu / Ninetales-Alola,Water - Northeast US,Jeremy - Northeast US,Incineroar / Landorus / Regieleki / Rillaboom / Tapu Fini / Urshifu-Rapid-Strike,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686019948,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686023756,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686026248
10/14/2022 21:35:21,Week 4,Electric - Mid Atlantic,Nano - Mid Atlantic,Urshifu-Single-Strike / Tsareena / Regieleki / Tapu Fini / Tornadus / Gengar,Electric - Glenville,Aero - Glenville,Tsareena / Politoed / Urshifu-Rapid-Strike / Incineroar / Regieleki / Celesteela,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686067566,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686069573,N/A
10/14/2022 21:37:22,Week 4,Electric - Mid Atlantic,J - Mid Atlantic,Landorus / Togekiss / Incineroar / Urshifu-Rapid-Strike / Rillaboom / Regieleki,Electric - Glenville,Lugalaodh - Glenville,Rillaboom / Tapu Lele / Incineroar / Mamoswine / Salamence / Whimsicott,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686058817-win6s1s1ermgq29pswzmcrbi5qdz7wppw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686058973-t4l1t4gqocvg38vo9izfdbaaimgcyc2pw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686059266-yrck997tz1mkq2mge7nqnhyfebfv1xqpw
10/15/2022 16:30:15,Week 4,Electric - West Sea,Misora - West Sea,Rillaboom / Heatran / Zapdos / Milotic / Incineroar / Grimmsnarl,Electric - BYU Cougars,Eva - BYU Cougars,Hatterene / Indeedee-F / Torkoal / Tapu Fini / Landorus / Ferrothorn,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686610026,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686615263,N/A
10/15/2022 18:53:35,Week 4,Grass - MTU,AxleTc - MTU,Rillaboom / Incineroar / Urshifu-Single-Strike / Regieleki / Regidrago / Tapu Lele,Grass - South US,Connor - South US,Rillaboom / Ninetales-Alola / Cresselia / Urshifu-Rapid-Strike / Volcarona / Landorus,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686702481,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686706250,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686708817
10/15/2022 21:24:18,Week 4,Electric - West Sea,Anders Nordstrom - West Sea,Dragonite / Incineroar / Amoonguss / Porygon2 / Rillaboom / Stakataka,Electric - BYU Cougars,Brare - BYU Cougars,Incineroar / Golisopod / Gothitelle / Gengar / Urshifu-Rapid-Strike / Amoonguss,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686787837,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686790581,N/A
10/15/2022 21:51:50,Week 4,Fire - Illinois,Maleris - Illinois,Incineroar / Gengar / Kartana / Landorus / Zapdos-Galar / Tapu Fini,Fire - Akron Blue,Chain - Akron Blue,Skarmory / Reuniclus / Dunsparce / Barraskewda / Regieleki / Pelipper,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686805002,https://replay.pokemonshowdown.com/gen8spikemuthcup-1686805161,N/A
10/16/2022 10:19:26,Week 4,Water - Cambridge,Jamie - Cambridge,Tapu Bulu / Hitmonchan / Gardevoir / Incineroar / Aegislash / Lapras,Water - Oxford,Lucarr10 - Oxford,Bronzong / Landorus-Therian / Togekiss / Thundurus / Tapu Fini / Incineroar,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687109594,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687110179,N/A
10/16/2022 13:54:21,Week 4,Water - Cambridge,Reddo - Cambridge,Zapdos-Galar / Raichu / Incineroar / Ferrothorn / Tapu Fini / Garchomp,Water - Oxford,Sam - Oxford,Tapu Fini / Incineroar / Landorus-Therian / Amoonguss / Kartana / Zapdos,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687236892-0vncubxlz9itmerm4icfrmbcfur578xpw,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687237658,N/A
10/16/2022 14:15:58,Week 4,Water - Northeast US,Jenkins - Northeast US,Incineroar / Rillaboom / Araquanid / Porygon2 / Tapu Lele / Urshifu-Single-Strike,Water - RIT Raikous,Patty - RIT Raikous,Politoed / Kingdra / Rillaboom / Porygon2 / Glastrier / Dragonite,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687255153,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687255356,N/A
10/16/2022 15:18:32,Week 4,Fire - Midwest,GuardianRondo - Midwest,Tyranitar / Entei / Zapdos / Mamoswine / Rillaboom / Tapu Fini,Fire - Penn State,Turtle - Penn State,Rillaboom / Volcarona / Landorus / Ninetales-Alola / Porygon2 / Primarina,2-1,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687294988,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687298151,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687301513
10/16/2022 17:20:12,Week 4,Water - Oxford,Corkers7 - Oxford,Landorus-Therian / Volcarona / Rillaboom / Articuno-Galar / Tapu Fini / Amoonguss,Water - Cambridge,FlorenceIris - Cambridge,Tapu Fini / Incineroar / Kartana / Regieleki / Celesteela / Landorus-Therian,2-0,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687369900,https://replay.pokemonshowdown.com/gen8spikemuthcup-1687370116,N/A
